Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Highland,Helensburgh,19/05/2021,10k - 100k,12814,Weak Positive,658,131 days
Highland,Helensburgh,27/05/2021,10k - 100k,12814,Positive (DNQ),3009,123 days
Highland,Helensburgh,01/06/2021,10k - 100k,12814,Positive (DNQ),7290,118 days
Highland,Helensburgh,08/06/2021,10k - 100k,12814,Positive (DNQ),3424,111 days
Highland,Helensburgh,15/06/2021,10k - 100k,12814,Negative,0,104 days
Highland,Helensburgh,24/06/2021,10k - 100k,12814,Positive (DNQ),7004,95 days
Highland,Helensburgh,29/06/2021,10k - 100k,12814,Positive (DNQ),3253,90 days
Highland,Helensburgh,08/07/2021,10k - 100k,12814,Positive (DNQ),8427,81 days
Highland,Helensburgh,12/07/2021,10k - 100k,12814,Negative,0,77 days
Highland,Helensburgh,23/07/2021,10k - 100k,12814,Positive,40714,66 days
Highland,Helensburgh,27/07/2021,10k - 100k,12814,Positive,22124,62 days
Highland,Helensburgh,06/08/2021,10k - 100k,12814,Positive,15143,52 days
Highland,Helensburgh,10/08/2021,10k - 100k,12814,Positive (DNQ),9231,48 days
Highland,Helensburgh,20/08/2021,10k - 100k,12814,Weak Positive,658,38 days
Highland,Helensburgh,25/08/2021,10k - 100k,12814,Weak Positive,658,33 days
Highland,Helensburgh,31/08/2021,10k - 100k,12814,Negative,0,27 days
Highland,Helensburgh,06/09/2021,10k - 100k,12814,Positive,977285,21 days
Highland,Helensburgh,15/09/2021,10k - 100k,12814,Positive,73612,12 days
Highland,Helensburgh,22/09/2021,10k - 100k,12814,Positive,207269,5 days
Highland,Nairn,04/06/2020,4k - 10k,9729,Negative,0,480 days
Highland,Nairn,17/08/2020,4k - 10k,9729,Negative,0,406 days
